event_id_cnty,event_date,event_type,country,admin1,admin2,admin3,latitude,longitude,fatalities
MZM2909,2022-07-30,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,1
MZM2891,2022-07-29,Riots,Mozambique,Maputo,Marracuene,Marracuene,-25.7369,32.6764,0
MZM2893,2022-07-27,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2900,2022-07-27,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,4
MZM2894,2022-07-26,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,5
MZM2892,2022-07-24,"Strategic developments",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2904,2022-07-24,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-12.0640,40.0156,2
MZM2897,2022-07-22,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.1499,39.6601,1
MZM2899,2022-07-22,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.3272,40.0388,0
MZM2890,2022-07-21,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Montepuez,Namanhumbir,-13.0398,39.2791,0
MZM2878,2022-07-21,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2888,2022-07-19,"Strategic developments",Mozambique,Gaza,Xai-Xai,Xai-Xai,-25.0519,33.6442,0
MZM2889,2022-07-19,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,0
MZM2887,2022-07-18,"Strategic developments",Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2886,2022-07-18,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-12.0897,40.4192,0
MZM2895,2022-07-18,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,5
MZM2898,2022-07-17,"Violence against civilians",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,3
MZM2885,2022-07-17,Battles,Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.3083,40.0110,0
MZM2884,2022-07-15,"Strategic developments",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.1910,40.6105,0
MZM2876,2022-07-14,Riots,Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM2877,2022-07-14,Riots,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2883,2022-07-14,"Strategic developments",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.1910,40.6105,0
MZM2875,2022-07-14,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.9030,40.2881,10
MZM2882,2022-07-13,"Strategic developments",Mozambique,"Cabo Delgado",Palma,Palma,-11.1347,40.5999,0
MZM2881,2022-07-13,"Strategic developments",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,0
MZM2880,2022-07-13,Battles,Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.3083,40.0110,0
MZM2874,2022-07-13,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,2
MZM2871,2022-07-12,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.6342,39.7297,3
MZM2872,2022-07-12,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-12.0640,40.0156,0
MZM2873,2022-07-12,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.0215,40.1463,1
MZM2879,2022-07-12,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0640,40.0156,1
MZM2896,2022-07-11,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-10.9375,39.8490,0
MZM2870,2022-07-11,Battles,Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3622,40.1047,1
MZM2869,2022-07-10,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,1
MZM2868,2022-07-09,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Palma,Pundanhar,-10.8947,40.0611,3
MZM2867,2022-07-09,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,2
MZM2852,2022-07-07,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM2865,2022-07-07,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.7643,40.0870,1
MZM2866,2022-07-07,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.6342,39.7297,2
MZM2854,2022-07-04,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2855,2022-07-04,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2850,2022-07-04,Riots,Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM2856,2022-07-04,Protests,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,0
MZM2851,2022-07-03,"Explosions/Remote violence",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2863,2022-07-03,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,0
MZM2858,2022-07-03,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM2853,2022-07-02,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-10.9375,39.8490,1
MZM2857,2022-07-02,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.3083,40.0110,0
MZM2861,2022-07-01,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-10.9931,40.4739,0
MZM2801,2022-06-30,"Strategic developments",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM2862,2022-06-30,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,1
MZM2848,2022-06-29,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-10.9375,39.8490,1
MZM2840,2022-06-28,"Violence against civilians",Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,0
MZM2841,2022-06-28,"Violence against civilians",Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.4295,40.4682,1
MZM2834,2022-06-28,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,1
MZM2838,2022-06-28,"Violence against civilians",Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.4341,40.4836,0
MZM2849,2022-06-27,Protests,Mozambique,Maputo,Manhica,Maluana,-25.4939,32.6524,0
MZM2859,2022-06-27,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,1
MZM2837,2022-06-26,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,1
MZM2844,2022-06-26,Riots,Mozambique,"Cabo Delgado",Ancuabe,Mesa,-13.0291,39.5536,0
MZM2845,2022-06-26,Riots,Mozambique,"Cabo Delgado",Metuge,Mieze,-13.0716,40.4098,0
MZM2847,2022-06-26,Riots,Mozambique,"Cabo Delgado",Ancuabe,Metoro,-13.0272,39.9486,0
MZM2831,2022-06-26,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9358,39.9847,1
MZM2846,2022-06-25,Riots,Mozambique,"Cabo Delgado",Montepuez,Montepuez,-13.1129,39.0071,0
MZM2836,2022-06-25,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,1
MZM2843,2022-06-24,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.1910,40.6105,0
MZM2833,2022-06-24,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1281,40.2119,0
MZM2860,2022-06-24,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,1
MZM2827,2022-06-23,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0640,40.0156,3
MZM2830,2022-06-23,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,1
MZM2835,2022-06-23,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1320,40.2098,0
MZM2822,2022-06-22,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM2864,2022-06-21,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,1
MZM2842,2022-06-21,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,1
MZM2832,2022-06-21,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-12.0640,40.0156,1
MZM2818,2022-06-20,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0030,39.7341,1
MZM2829,2022-06-20,Riots,Mozambique,Maputo,Manhica,Maluana,-25.4939,32.6524,7
MZM2821,2022-06-20,Battles,Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.3450,39.7064,0
MZM2825,2022-06-19,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2837,39.6116,7
MZM2813,2022-06-19,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,2
MZM2810,2022-06-18,Battles,Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,2
MZM2816,2022-06-18,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Miteda,-11.7638,39.6641,0
MZM2817,2022-06-18,"Violence against civilians",Mozambique,"Cabo Delgado",Chiure,Chiure,-13.3770,39.9657,0
MZM2828,2022-06-18,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM2811,2022-06-18,Battles,Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.8970,39.9058,4
MZM2820,2022-06-18,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Chitunda,-11.8511,40.0761,5
MZM2812,2022-06-18,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9204,39.8705,2
MZM2814,2022-06-17,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2837,39.6116,0
MZM2815,2022-06-17,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2807,2022-06-17,"Violence against civilians",Mozambique,Nampula,Memba,Lurio,-13.5291,40.5045,1
MZM2819,2022-06-17,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2837,39.6116,3
MZM2808,2022-06-17,Protests,Mozambique,Zambezia,Quelimane,Quelimane,-17.8786,36.8883,0
MZM2803,2022-06-16,"Violence against civilians",Mozambique,"Cabo Delgado",Metuge,Metuge,-12.9550,40.3643,1
MZM2806,2022-06-16,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,4
MZM2805,2022-06-16,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2837,39.6116,1
MZM2802,2022-06-15,"Violence against civilians",Mozambique,"Cabo Delgado",Mecufi,Mecufi,-13.2881,40.5578,0
MZM2942,2022-06-15,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2800,2022-06-14,"Violence against civilians",Mozambique,"Cabo Delgado",Mecufi,Mecufi,-13.2881,40.5578,1
MZM2799,2022-06-14,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,1
MZM2793,2022-06-13,Riots,Mozambique,Zambezia,Milange,Milange,-16.0986,35.7700,5
MZM2796,2022-06-13,"Violence against civilians",Mozambique,"Cabo Delgado",Mecufi,Mecufi,-13.2881,40.5578,1
MZM2795,2022-06-13,"Strategic developments",Mozambique,"Cabo Delgado",Chiure,Chiure,-13.3770,39.9657,0
MZM2794,2022-06-13,Protests,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.7073,34.8061,0
MZM2797,2022-06-13,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Metoro,-13.1404,40.0798,1
MZM2798,2022-06-13,"Violence against civilians",Mozambique,"Cabo Delgado",Chiure,Chiure,-13.3770,39.9657,2
MZM2809,2022-06-12,"Violence against civilians",Mozambique,"Cabo Delgado",Chiure,Chiure,-13.3770,39.9657,2
MZM2792,2022-06-12,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,0
MZM2826,2022-06-11,"Violence against civilians",Mozambique,"Cabo Delgado",Chiure,Mazeze,-13.3639,40.1969,4
MZM2791,2022-06-11,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Metoro,-13.1404,40.0798,4
MZM2782,2022-06-10,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,2
MZM2774,2022-06-09,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Metoro,-13.1404,40.0798,1
MZM2787,2022-06-09,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.0215,40.1463,6
MZM2790,2022-06-08,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0763,40.1087,0
MZM2824,2022-06-08,Battles,Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.3506,40.3131,13
MZM2788,2022-06-08,Battles,Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,2
MZM2772,2022-06-07,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9319,40.1103,0
MZM2780,2022-06-06,"Violence against civilians",Mozambique,"Cabo Delgado",Metuge,Metuge,-12.9550,40.3643,1
MZM2771,2022-06-05,"Violence against civilians",Mozambique,"Cabo Delgado",Ancuabe,Ancuabe,-12.9767,39.8550,1
MZM2784,2022-06-04,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM2779,2022-06-04,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.1498,39.5820,1
MZM2786,2022-06-04,"Violence against civilians",Mozambique,Sofala,Caia,Caia,-17.8203,35.3442,1
MZM2789,2022-06-01,Protests,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2769,2022-05-31,"Strategic developments",Mozambique,Zambezia,Morrumbala,Morrumbala,-17.3269,35.5842,0
MZM2751,2022-05-31,"Violence against civilians",Mozambique,"Cabo Delgado",Quissanga,Bilibiza,-12.5951,40.1499,0
MZM2773,2022-05-31,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,1
MZM2762,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,1
MZM2752,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Quissanga,Bilibiza,-12.5745,40.2765,0
MZM2753,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Quissanga,Bilibiza,-12.5872,40.1787,0
MZM2783,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0387,39.8590,0
MZM2776,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,0
MZM2785,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM2778,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,1
MZM2775,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,1
MZM2777,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,3
MZM2781,2022-05-30,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2764,2022-05-29,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,1
MZM2770,2022-05-29,"Strategic developments",Mozambique,"Cabo Delgado",Meluco,Meluco,-12.5416,39.6436,0
MZM2765,2022-05-28,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1704,40.3073,0
MZM2766,2022-05-28,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.1704,40.3073,0
MZM2767,2022-05-28,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.2002,40.4503,0
MZM2759,2022-05-28,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3245,40.3122,1
MZM2750,2022-05-27,"Violence against civilians",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3245,40.3122,0
MZM2743,2022-05-26,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.4575,40.0313,0
MZM2746,2022-05-26,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.4575,40.0313,0
MZM2758,2022-05-26,"Violence against civilians",Mozambique,"Cabo Delgado",Meluco,Muaguide,-12.4566,39.9069,0
MZM2761,2022-05-25,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1428,39.9731,0
MZM2754,2022-05-25,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.0215,40.1463,0
MZM2744,2022-05-24,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,4
MZM2755,2022-05-23,Battles,Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,0
MZM2756,2022-05-22,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,1
MZM2757,2022-05-22,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.1428,39.9731,0
MZM2741,2022-05-21,Protests,Mozambique,Sofala,"Cidade Da Beira","Cidade Da Beira",-19.8436,34.8389,0
MZM2745,2022-05-21,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-10.9931,40.4739,0
MZM2748,2022-05-21,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,4
MZM2747,2022-05-20,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.0215,40.1463,3
MZM2749,2022-05-20,"Violence against civilians",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM2735,2022-05-20,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM2763,2022-05-20,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-12.0763,40.1087,2
MZM2742,2022-05-20,Battles,Mozambique,"Cabo Delgado",Macomia,Chai,-12.0640,40.0156,10
MZM2728,2022-05-18,Protests,Mozambique,Tete,Moatize,Moatize,-16.1153,33.7294,0
MZM2733,2022-05-18,"Strategic developments",Mozambique,Niassa,Cuamba,Cuamba,-14.8031,36.5372,0
MZM2734,2022-05-18,"Strategic developments",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.7739,39.8948,0
MZM2740,2022-05-18,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2731,2022-05-17,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.9030,40.2881,0
MZM2732,2022-05-17,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM2739,2022-05-17,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2738,2022-05-17,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM2736,2022-05-17,"Strategic developments",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.1910,40.6105,0
MZM2768,2022-05-16,"Violence against civilians",Mozambique,Nampula,Mogovolas,Nametil,-15.6833,39.2389,1
MZM2730,2022-05-15,"Strategic developments",Mozambique,Nampula,Mecuburi,Mecuburi,-14.6558,38.8908,0
MZM2737,2022-05-10,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM2719,2022-05-08,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0030,39.7341,0
MZM2725,2022-05-07,Battles,Mozambique,"Cabo Delgado",Palma,Olumbi,-10.9931,40.4739,23
MZM2716,2022-05-07,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0710,39.7538,0
MZM2726,2022-05-07,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.7531,40.4317,3
MZM2708,2022-05-06,Protests,Mozambique,"Maputo City",Maputo,Maputo,-25.9655,32.5832,0
MZM2722,2022-05-06,"Strategic developments",Mozambique,"Cabo Delgado",Palma,Olumbi,-10.9931,40.4739,0
MZM2727,2022-05-06,Battles,Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9986,40.5380,10
MZM2724,2022-05-06,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2723,2022-05-05,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2721,2022-05-04,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia",Diaca,-11.5096,40.0314,0
MZM2707,2022-05-03,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0264,39.5770,3
MZM2706,2022-05-01,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2290,39.6327,1
MZM2703,2022-05-01,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2290,39.6327,0
MZM2704,2022-04-30,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.1499,39.6601,1
MZM2718,2022-04-28,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-11.9319,40.1103,0
MZM2710,2022-04-27,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.0215,40.1463,3
MZM2715,2022-04-27,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2977,40.1902,0
MZM2729,2022-04-27,Battles,Mozambique,"Cabo Delgado",Macomia,Quiterajo,-11.9030,40.2881,0
MZM2705,2022-04-26,"Violence against civilians",Mozambique,"Cabo Delgado",Montepuez,Namanhumbir,-13.0398,39.2791,1
MZM2713,2022-04-23,Protests,Mozambique,Tete,Moatize,Moatize,-16.1153,33.7294,0
MZM2712,2022-04-22,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0264,39.5770,0
MZM2711,2022-04-22,Battles,Mozambique,"Cabo Delgado",Mueda,Mueda,-11.4209,39.5348,17
MZM2714,2022-04-20,"Violence against civilians",Mozambique,"Cabo Delgado",Mueda,N'Gapa,-11.1940,39.3074,1
MZM2717,2022-04-20,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0264,39.5770,4
MZM2702,2022-04-19,Riots,Mozambique,Nampula,Nampula,Nampula,-15.1200,39.2647,2
MZM2699,2022-04-15,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.1498,39.5820,1
MZM2700,2022-04-15,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.1499,39.6601,0
MZM2697,2022-04-12,Protests,Mozambique,Tete,Moatize,Moatize,-16.1153,33.7294,0
MZM2695,2022-04-11,Protests,Mozambique,Tete,Moatize,Moatize,-16.1153,33.7294,0
MZM2701,2022-04-10,Riots,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,0
MZM2692,2022-04-07,Riots,Mozambique,Manica,Chimoio,Chimoio,-19.1164,33.4833,0
MZM2691,2022-04-06,Riots,Mozambique,Manica,Chimoio,Chimoio,-19.1164,33.4833,1
MZM2690,2022-04-05,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-10.9375,39.8490,3
MZM2685,2022-04-04,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Mucojo,-11.9215,40.4811,0
MZM2693,2022-04-04,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.1499,39.6601,0
MZM2694,2022-04-04,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.4273,39.7406,1
MZM2688,2022-04-03,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.1498,39.5820,1
MZM2687,2022-03-31,Battles,Mozambique,"Cabo Delgado",Nangade,M'Tamba,-11.2418,39.8882,1
MZM2689,2022-03-29,Battles,Mozambique,"Cabo Delgado",Mueda,Mueda,-11.2692,39.1763,0
MZM2686,2022-03-29,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0772,39.6744,2
MZM2683,2022-03-27,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Palma,-10.7722,40.4756,0
MZM2684,2022-03-27,"Violence against civilians",Mozambique,"Cabo Delgado",Palma,Olumbi,-11.0749,40.5491,2
MZM2678,2022-03-24,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2679,2022-03-24,"Violence against civilians",Mozambique,"Cabo Delgado",Mueda,N'Gapa,-11.5640,39.1420,2
MZM2677,2022-03-23,"Strategic developments",Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2467,40.1208,0
MZM2682,2022-03-23,"Strategic developments",Mozambique,"Cabo Delgado","Mocimboa da Praia","Mocimboa da Praia",-11.3460,40.3522,0
MZM2676,2022-03-22,"Strategic developments",Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM2675,2022-03-21,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.0012,39.7801,0
MZM2681,2022-03-21,Battles,Mozambique,"Cabo Delgado",Quissanga,Quissanga,-12.4341,40.4836,1
MZM2673,2022-03-20,Riots,Mozambique,Maputo,"Cidade Da Matola","Cidade Da Matola",-25.9622,32.4589,0
MZM2672,2022-03-20,"Violence against civilians",Mozambique,"Cabo Delgado",Muidumbe,Muidumbe,-11.8010,39.9584,1
MZM2665,2022-03-18,Protests,Mozambique,"Cabo Delgado",Pemba,Pemba,-12.9733,40.5176,0
MZM2671,2022-03-18,"Strategic developments",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2107,39.7118,0
MZM2669,2022-03-18,Battles,Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2290,39.6327,0
MZM2670,2022-03-18,"Violence against civilians",Mozambique,"Cabo Delgado",Nangade,Nangade,-11.2290,39.6327,2
MZM2668,2022-03-16,"Violence against civilians",Mozambique,"Cabo Delgado",Ibo,Ibo,-12.2130,40.5948,0
MZM2680,2022-03-16,Battles,Mozambique,"Cabo Delgado",Macomia,Macomia,-12.2461,40.1611,0
MZM2664,2022-03-16,Battles,Mozambique,"Cabo Delgado",Ibo,Ibo,-12.2130,40.5948,25
MZM2667,2022-03-15,"Violence against civilians",Mozambique,Maputo,Manhica,Xinavane,-25.0444,32.7866,2
MZM2662,2022-03-14,"Violence against civilians",Mozambique,"Cabo Delgado",Macomia,Chai,-12.0763,40.1087,0
MZM2666,2022-03-14,Protests,Mozambique,Maputo,Boane,Boane,-26.0423,32.3302,0
