id,Country,Province,District,Posto,Localidade,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
54705,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,1.44,1.288,377.96,378,293,204258,564,564,123.198,17.098,0.0,0.3,likely electrified,99,3,-0.4,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,842.0,19.9,1.3,5803,39.0,70.0,1037.0,0.51,"Cwa  Temperate, dry winter, hot summer",1961,31.496,2.614,1.8,229.4,1.4,3.6,0.2,16.6,0.1,0.666,0.672,0.841,0.022,0.307,0.32,0.397,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.202,0.243,0.316,0.258,Very High,Very High,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
54738,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.49,0.439,111.43,111,252,203410,209,209,122.313,17.998,0.0,0.3,likely electrified,99,3,-0.4,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,800.0,20.0,1.3,5840,39.0,70.0,1037.0,0.51,"Cwa  Temperate, dry winter, hot summer",1965,20.442,2.076,1.9,229.1,1.4,3.6,0.3,16.6,0.1,0.666,0.669,0.837,0.017,0.307,0.318,0.395,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.204,0.244,0.317,0.259,Very High,Very High,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
54748,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.348,0.311,105.75,109,350,202997,170,170,121.469,18.888,0.0,0.3,likely electrified,99,3,-0.4,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,727.0,20.2,1.4,5913,39.0,70.0,1037.0,0.51,"Cwa  Temperate, dry winter, hot summer",1955,14.03,1.405,3.4,228.8,1.5,3.7,0.3,16.7,0.3,0.654,0.663,0.836,0.012,0.303,0.317,0.396,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,inland,0.204,0.245,0.321,0.26,Very High,Very High,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
54767,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.424,0.38,122.59,123,323,203386,175,175,122.466,20.441,0.454,0.3,likely electrified,99,3,-0.3,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,791.0,20.0,1.4,5840,39.0,70.0,1037.0,0.52,"Cwb  Temperate, dry winter, warm summer",1929,3.876,0.559,2.2,230.0,1.5,3.7,0.3,16.7,0.3,0.654,0.663,0.837,0.005,0.295,0.309,0.389,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.198,0.24,0.317,0.255,Very High,Very High,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
54770,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.337,0.302,103.34,103,341,204004,168,168,123.12,20.873,0.971,0.3,likely electrified,99,3,-0.3,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,771.0,20.1,1.3,5877,39.0,70.0,1037.0,0.51,"Cwb  Temperate, dry winter, warm summer",1930,9.929,2.688,2.1,230.6,1.4,3.6,0.3,16.6,0.2,0.664,0.669,0.839,0.022,0.311,0.323,0.4,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.206,0.246,0.32,0.261,Very High,Very High,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
54780,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.788,0.705,163.33,163,231,205053,344,344,125.46,22.538,0.447,0.4,likely electrified,99,3,-0.3,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,806.0,20.0,1.3,5840,39.0,70.0,1037.0,0.51,"Cwb  Temperate, dry winter, warm summer",1919,33.214,2.787,2.0,232.9,1.8,4.0,0.6,16.9,0.5,0.629,0.645,0.839,0.023,0.291,0.309,0.398,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.184,0.231,0.318,0.248,Very High,Very High,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
54794,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.541,0.484,131.17,131,270,204060,217,217,124.089,23.221,0.0,0.3,likely electrified,99,3,-0.4,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,849.0,19.5,1.3,5658,39.0,70.0,1037.0,0.55,"Cwb  Temperate, dry winter, warm summer",1891,38.767,4.947,2.5,232.0,1.5,3.7,0.3,16.7,0.3,0.654,0.664,0.839,0.041,0.303,0.317,0.397,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,inland,0.187,0.23,0.307,0.245,Very High,Very High,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
54826,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,1.8,1.613,330.87,331,205,203671,833,833,124.889,24.75,0.0,0.2,likely electrified,99,3,-0.3,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,1134.0,17.9,1.1,5073,39.0,70.0,1037.0,0.6,"Cwb  Temperate, dry winter, warm summer",1887,24.976,1.408,2.3,233.0,1.7,3.9,0.6,16.9,0.5,0.634,0.646,0.835,0.012,0.241,0.258,0.35,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.138,0.186,0.272,0.201,Very High,Very High,Very High,Medium,Low,Medium,No,0.0,0.0,0.0,Low
54842,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Very Low Density Rural,0.074,0.066,15.18,15,226,198611,102,102,125.907,28.076,0.0,0.2,likely electrified,99,3,0.0,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,1558.0,15.0,0.9,4015,24.0,73.0,1414.0,0.8,"Cwb  Temperate, dry winter, warm summer",1912,1.287,0.094,1.4,234.7,2.4,4.6,1.3,17.6,1.2,0.569,0.594,0.812,0.001,0.136,0.163,0.278,0.184,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,0.0,7.7,0.3,6.0,0.0,inland,0.033,0.094,0.2,0.11,Very High,Very High,Very High,Low,Low,Low,No,3.0,15.200000000000001,12.200000000000001,Low
55023,Mozambique,TETE,CAHORA BASSA,SONGO,Vila de Songo,Low Density Rural,0.348,0.323,105.95,106,328,16090,146,146,75.206,42.477,0.0,0.3,likely electrified,99,3,-0.3,0.0,Cahora Bassa Dam Sesame and Cotton,0,44,496.0,24.8,1.4,7592,194.0,59.0,775.0,0.38,"Aw   Tropical, savannah",2032,174.443,18.085,71.3,488.1,0.4,2.6,8.2,23.3,2.8,0.576,0.316,0.168,0.15,0.437,0.308,0.238,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,inland,0.307,0.201,0.119,0.212,Low,Medium,Very High,High,Low,High,No,0.0,0.0,0.0,Low
55024,Mozambique,TETE,CAHORA BASSA,SONGO,Vila de Songo,Rural Clusters,2.227,2.064,3630.52,3641,1763,28440,1209,1209,76.899,39.831,2.034,0.7,electrified,1,1,-0.2,0.0,Cahora Bassa Dam Sesame and Cotton,0,44,497.0,24.6,1.4,7519,194.0,59.0,775.0,0.39,"Aw   Tropical, savannah",2033,221.933,21.707,106.0,490.0,0.2,2.4,8.0,23.1,2.5,0.598,0.333,0.209,0.18,0.46,0.328,0.267,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,inland,0.333,0.224,0.153,0.24,Low,Medium,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
55048,Mozambique,TETE,CAHORA BASSA,SONGO,Vila de Songo,Low Density Rural,0.403,0.373,146.35,155,415,21449,125,125,74.26,39.059,0.634,0.5,electrified,99,3,0.1,0.0,Cahora Bassa Dam Sesame and Cotton,0,44,519.0,24.4,1.4,7446,194.0,59.0,775.0,0.39,"Aw   Tropical, savannah",2030,312.45,8.826,179.0,491.9,0.3,2.5,8.2,23.3,2.7,0.584,0.32,0.185,0.081,0.395,0.266,0.205,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,inland,0.359,0.249,0.17,0.263,Low,Medium,Very High,Medium,Medium,Medium,No,0.0,0.0,0.0,Medium
55437,Mozambique,MAPUTO,MARRACUENE,MACHUBO,Machubo-Sede,Very Low Density Rural,1.489,1.213,43.3,43,35,432,506,506,4.686,23.868,0.0,0.3,likely electrified,99,3,-0.7,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,83,15.0,23.3,1.2,7044,78.0,71.0,946.0,0.49,"Aw   Tropical, savannah",1853,882.056,23.347,102.3,3.0,1.2,1.2,1.1,1.2,0.5,0.912,0.734,0.187,0.216,0.617,0.527,0.248,0.467,13721.1,5979.0,565.0,0.0,0.0,2815.7,9.2,0.0,117.8,24.8,1.2,199344.9,1507.2,280.2,365.5,1777.4,5751.5,18411.4,0.7,marine,0.809,0.72,0.409,0.657,Low,Very High,Very High,Very High,Very High,Very High,No,24176.0,29143.399999999998,207519.5,Very High
55451,Mozambique,MAPUTO,MARRACUENE,MACHUBO,Machubo-Sede,Very Low Density Rural,0.86,0.701,23.51,24,34,370,242,242,7.936,21.181,0.0,0.3,likely electrified,99,3,-0.6,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,83,17.0,23.3,1.2,7044,78.0,71.0,946.0,0.49,"Aw   Tropical, savannah",1858,293.844,15.913,67.6,2.5,1.2,1.3,1.2,1.3,0.5,0.906,0.731,0.186,0.137,0.572,0.485,0.211,0.423,15968.3,3474.5,852.7,0.0,0.0,4665.1,7.2,0.0,127.9,47.1,1.7,315690.1,1070.6,370.4,580.4,3032.9,12016.7,37899.3,0.75,marine,0.834,0.744,0.434,0.682,Low,Very High,Very High,Very High,Very High,Very High,No,25362.399999999998,36068.5,331690.50000000006,Very High
55497,Mozambique,MAPUTO,MANHIÇA,PALMEIRA (3 DE FEVEREIRO),Nwamatibyane,Semi Dense Urban Clusters,21.946,17.952,30987.02,30991,1726,114604,18629,18629,0.182,11.03,3.531,0.8,electrified,1,1,-0.1,0.2,"Southern Coastal Rishing, Manioc, and Maize",1,85,24.0,23.5,1.3,7118,106.0,70.0,856.0,0.51,"Aw   Tropical, savannah",1818,5696.691,33.984,77.0,24.9,0.6,1.2,1.2,1.2,0.2,0.945,0.828,0.547,0.464,0.771,0.71,0.536,0.683,28343.7,6234.7,1707.3,0.0,0.0,6736.9,7.5,0.0,222.9,30.1,5.1,554803.6,1528.7,737.6,1225.5,6222.3,23919.8,81373.4,0.08,inland,0.486,0.446,0.284,0.411,Very High,Very High,Very High,Very High,High,Very High,No,43109.6,67217.2,586908.8,High
55550,Mozambique,MAPUTO,MANHIÇA,PALMEIRA (3 DE FEVEREIRO),3 de Fevereiro-Sede,Rural Clusters,0.817,0.67,922.96,946,1411,133807,369,369,15.611,29.724,1.31,0.8,electrified,1,1,0.0,0.2,"Southern Coastal Rishing, Manioc, and Maize",2,87,18.0,23.7,1.3,7190,134.0,69.0,767.0,0.51,"Aw   Tropical, savannah",1827,1252.865,55.192,703.4,42.7,0.3,1.6,1.5,1.6,0.2,0.941,0.83,0.605,0.482,0.783,0.724,0.575,0.706,12038.8,2292.8,1125.5,0.0,0.0,4222.3,7.7,0.0,117.4,20.7,0.3,452246.6,1253.6,235.6,674.9,4710.1,16181.5,52427.4,0.53,inland,0.74,0.689,0.541,0.667,Very High,Very High,Very High,Very High,Very High,Very High,No,19953.6,36837.5,474048.69999999995,Very High
55556,Mozambique,MAPUTO,MANHIÇA,PALMEIRA (3 DE FEVEREIRO),Eduardo Mondlane,Low Density Rural,0.39,0.32,348.76,349,1090,128603,552,552,18.2,32.352,1.06,0.8,electrified,1,1,-0.3,0.2,"Southern Coastal Rishing, Manioc, and Maize",2,87,19.0,23.7,1.3,7190,153.0,67.0,636.0,0.51,"Aw   Tropical, savannah",1827,749.015,64.444,732.5,45.2,0.2,1.6,1.5,1.6,0.1,0.949,0.828,0.589,0.538,0.817,0.752,0.594,0.734,14023.8,4913.0,624.4,0.0,0.0,2564.0,9.6,0.0,128.7,11.8,0.8,253948.3,1678.6,174.2,385.2,2566.2,8957.7,28213.3,0.545,inland,0.752,0.696,0.54,0.673,Very High,Very High,Very High,Very High,Very High,Very High,No,23330.299999999996,32451.8,266031.60000000003,Very High
55561,Mozambique,MAPUTO,MANHIÇA,XINAVANE,25 de Setembro,Low Density Rural,3.926,3.225,810.86,811,251,115676,1587,1587,23.442,37.338,1.01,0.4,likely electrified,1,1,-0.2,0.2,"Southern Coastal Rishing, Manioc, and Maize",2,87,20.0,23.7,1.3,7190,153.0,67.0,636.0,0.51,"Aw   Tropical, savannah",1824,797.189,7.128,972.5,49.5,0.6,2.1,2.0,2.0,0.6,0.897,0.781,0.543,0.084,0.548,0.492,0.361,0.469,11183.2,7604.0,62.5,0.0,0.0,501.1,7.1,0.0,97.2,0.0,1.8,16724.7,1386.7,125.1,83.7,76.4,47.1,142.4,0.646,inland,0.78,0.725,0.568,0.702,Very High,Very High,Very High,Very High,Very High,Very High,No,20781.100000000002,20526.8,17057.0,Very High
55812,Mozambique,GAZA,CHOKWE,MACARRETANE,Macarretane-Sede,Low Density Rural,1.233,1.022,615.84,616,602,250686,665,665,6.076,24.015,0.868,0.3,likely electrified,1,1,-0.5,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,90,39.0,24.1,1.4,7337,180.0,64.0,553.0,0.39,"BSh  Arid, steppe, hot",1853,347.286,11.626,184.6,103.3,1.5,3.3,3.2,3.3,0.1,0.828,0.812,0.958,0.104,0.531,0.527,0.572,0.548,0.0,955.6,90.9,0.0,0.0,6336.9,3.1,0.0,45.2,60.3,117.0,0.0,686.8,338.7,457.7,88.9,94.9,332.2,0.181,inland,0.491,0.504,0.551,0.524,Very High,Very High,Very High,Very High,High,Very High,No,8204.9,2213.2000000000003,980.1999999999999,High
55816,Mozambique,GAZA,CHOKWE,MACARRETANE,Macarretane-Sede,Dense Urban Clusters,2.9,2.404,6715.49,6716,2793,255522,3247,3247,5.442,23.755,1.676,0.9,electrified,1,1,-0.2,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,90,41.0,24.1,1.4,7337,180.0,64.0,553.0,0.4,"BSh  Arid, steppe, hot",1854,190.791,15.227,195.9,106.0,1.6,3.4,3.3,3.4,0.1,0.821,0.808,0.969,0.128,0.54,0.537,0.588,0.561,0.0,184.3,19.4,0.0,0.0,4698.1,1.6,0.0,13.2,20.2,21.7,0.0,180.8,78.9,86.1,22.8,22.4,83.1,0.191,inland,0.493,0.508,0.562,0.529,Very High,Very High,Very High,Very High,High,Very High,No,5119.9000000000015,504.0,210.20000000000002,High
55831,Mozambique,GAZA,CHOKWE,MACARRETANE,Macarretane-Sede,Low Density Rural,0.141,0.117,93.51,94,804,245111,122,122,2.044,27.899,0.414,0.6,electrified,99,3,0.4,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,91,40.0,24.1,1.4,7337,180.0,64.0,553.0,0.35,"BSh  Arid, steppe, hot",1866,149.827,11.984,214.6,108.6,1.7,3.5,3.4,3.5,0.1,0.812,0.794,0.939,0.1,0.52,0.515,0.561,0.537,0.0,285.5,29.4,0.0,0.0,5479.3,1.9,0.0,22.4,47.0,52.6,0.0,310.0,152.8,207.6,31.5,44.4,150.3,0.207,inland,0.497,0.509,0.555,0.528,Very High,Very High,Very High,Very High,High,Very High,No,6198.7,848.5,436.29999999999995,High
55841,Mozambique,GAZA,GUIJA,MUBANGOENE,Mpelane,Low Density Rural,1.152,0.957,244.73,245,255,205271,813,813,12.885,35.026,0.0,0.2,likely electrified,99,3,-0.8,0.2,Limpopo and Elephant Rivers Mixed Cropping,0,91,65.0,24.1,1.4,7337,187.0,63.0,556.0,0.38,"BSh  Arid, steppe, hot",1872,126.238,2.848,214.4,120.2,2.4,4.2,4.1,4.2,0.8,0.738,0.712,0.806,0.027,0.442,0.435,0.465,0.449,0.0,462.3,50.1,0.0,0.0,3557.7,1.7,0.0,22.1,41.2,83.2,0.0,289.4,173.9,252.5,26.8,53.9,139.5,0.207,inland,0.455,0.465,0.489,0.477,Very High,Very High,Very High,Very High,High,Very High,No,4457.599999999999,1030.1000000000001,507.09999999999997,High
55846,Mozambique,GAZA,GUIJA,MUBANGOENE,Mpelane,Rural Clusters,4.197,3.49,1497.1,1497,428,85218,4063,4063,18.544,40.484,0.689,0.4,likely electrified,1,1,-0.6,0.2,Limpopo and Elephant Rivers Mixed Cropping,0,91,54.0,24.2,1.4,7373,187.0,63.0,556.0,0.34,"BSh  Arid, steppe, hot",1860,397.554,1.311,120.9,125.6,2.1,3.9,3.8,3.9,0.5,0.769,0.651,0.429,0.024,0.459,0.404,0.289,0.383,0.0,361.1,40.1,0.0,0.0,2776.5,1.4,0.0,12.9,14.4,52.3,0.0,160.2,100.0,131.0,18.1,31.9,72.3,0.123,inland,0.428,0.391,0.261,0.365,High,Very High,Very High,Very High,Medium,Very High,No,3378.7999999999997,685.6,281.0,Medium
58002,Mozambique,MANICA,MANICA,CIDADE DE MANICA,Nao Aplicavel,Urban Centre,26.511,23.716,138449.06,138501,5839,218255,25931,25931,115.786,10.941,9.702,1.6,electrified,1,1,0.2,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,766.0,20.0,1.4,5840,39.0,70.0,1037.0,0.54,"Cwb  Temperate, dry winter, warm summer",2008,525.379,5.336,3.8,222.0,1.2,3.4,0.1,16.4,0.1,0.681,0.692,0.886,0.06,0.338,0.353,0.438,0.375,13.9,0.1,4.7,0.0,0.0,415.3,0.1,0.0,1.2,2.8,0.0,0.0,1.0,2.5,0.2,31.5,2.3,10.7,0.003,inland,0.214,0.257,0.342,0.275,Very High,Very High,Very High,High,Medium,High,No,434.40000000000003,52.6,36.5,Medium
58035,Mozambique,MANICA,MANICA,CIDADE DE MANICA,Nao Aplicavel,Low Density Rural,1.322,1.183,506.13,506,427,202255,540,540,118.291,15.825,1.103,0.4,likely electrified,1,1,-0.2,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,736.0,20.2,1.4,5913,39.0,70.0,1037.0,0.51,"Cwa  Temperate, dry winter, hot summer",1982,68.228,3.061,4.1,225.4,1.3,3.5,0.1,16.5,0.1,0.674,0.677,0.835,0.027,0.321,0.332,0.402,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,inland,0.215,0.254,0.321,0.267,Very High,Very High,Very High,High,Medium,High,No,0.0,0.0,0.0,Medium
58159,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.826,0.74,137.45,137,185,196327,224,224,121.557,24.577,0.0,0.2,likely electrified,99,3,-0.4,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,1115.0,17.7,1.2,5000,32.0,71.0,1226.0,0.62,"Cwa  Temperate, dry winter, hot summer",1882,13.552,0.797,2.1,230.2,1.7,3.8,0.5,16.8,0.4,0.64,0.648,0.813,0.007,0.237,0.252,0.334,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.137,0.182,0.257,0.194,Very High,Very High,Very High,Medium,Low,Medium,No,0.0,0.0,0.0,Low
58166,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.383,0.343,86.75,87,253,195485,171,171,121.911,25.342,0.0,0.2,likely electrified,99,3,-0.4,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,1017.0,18.5,1.2,5292,24.0,73.0,1414.0,0.59,"Cwa  Temperate, dry winter, hot summer",1879,15.064,0.996,1.9,230.7,1.6,3.8,0.4,16.8,0.4,0.643,0.651,0.811,0.008,0.257,0.272,0.349,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.157,0.201,0.272,0.213,Very High,Very High,Very High,Medium,Low,Medium,No,0.0,0.0,0.0,Low
58168,Mozambique,MANICA,MANICA,MACHIPANDA,Maridza,Low Density Rural,0.36,0.323,66.95,67,207,198898,129,129,123.171,25.805,0.0,0.3,likely electrified,99,3,-0.8,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,1074.0,18.3,1.1,5220,24.0,73.0,1414.0,0.59,"Cwa  Temperate, dry winter, hot summer",1865,15.322,2.093,1.6,231.9,1.8,4.0,0.6,17.0,0.6,0.624,0.638,0.82,0.017,0.247,0.265,0.353,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,inland,0.141,0.19,0.273,0.204,Very High,Very High,Very High,Medium,Low,Medium,No,0.0,0.0,0.0,Low
58369,Mozambique,TETE,CAHORA BASSA,SONGO,Vila de Songo,Low Density Rural,0.341,0.316,93.23,93,294,17052,121,121,74.232,44.823,0.0,0.3,likely electrified,99,3,-0.4,0.0,Cahora Bassa Dam Sesame and Cotton,0,44,487.0,24.7,1.4,7556,194.0,59.0,775.0,0.37,"Aw   Tropical, savannah",2036,277.677,10.319,82.7,486.2,0.6,2.7,8.4,23.5,2.9,0.562,0.308,0.169,0.092,0.396,0.271,0.209,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,inland,0.303,0.201,0.123,0.212,Low,Medium,Very High,Medium,Low,Medium,No,0.0,0.0,0.0,Low
58605,Mozambique,MAPUTO,MATUTUINE,ZITUNDO,Ponta de Ouro,Dense Urban Clusters,9.778,7.789,15508.84,15509,1991,17631,6236,6236,0.06,66.158,8.785,3.3,electrified,1,1,0.0,0.2,"Southern Coastal Rishing, Manioc, and Maize",2,74,23.0,22.9,1.0,6898,0.0,0.0,0.0,0.52,"Aw   Tropical, savannah",1789,0.0,0.0,511.1,0.9,0.1,1.6,1.6,1.6,0.9,0.925,0.736,0.237,0.0,0.501,0.407,0.163,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,marine,0.925,0.823,0.531,0.772,Medium,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
58642,Mozambique,MAPUTO,MATUTUINE,ZITUNDO,Ponta de Ouro,Low Density Rural,2.399,1.913,1383.24,1386,724,18097,1092,1092,0.057,66.592,1.49,0.9,electrified,1,1,0.3,0.2,"Southern Coastal Rishing, Manioc, and Maize",2,74,26.0,22.9,1.0,6898,2.0,78.0,1048.0,0.52,"Aw   Tropical, savannah",1787,0.0,0.0,515.2,0.9,0.1,1.6,1.6,1.6,0.9,0.925,0.736,0.238,0.0,0.501,0.407,0.163,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,marine,0.925,0.823,0.531,0.772,Medium,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
58668,Mozambique,MAPUTO,MATUTUINE,ZITUNDO,Zitundo-Sede,Low Density Rural,1.654,1.321,194.63,195,147,18536,323,323,1.232,67.955,0.648,0.4,likely electrified,1,1,-0.2,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,74,14.0,22.9,1.0,6898,2.0,78.0,1048.0,0.53,"Aw   Tropical, savannah",1795,0.0,0.0,589.3,1.6,0.2,1.5,1.5,1.5,0.8,0.929,0.741,0.24,0.0,0.503,0.41,0.164,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,marine,0.888,0.788,0.497,0.736,Medium,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
58788,Mozambique,MAPUTO,MARRACUENE,MACHUBO,Machubo-Sede,Very Low Density Rural,0.428,0.349,9.9,10,28,301,140,140,10.625,19.059,0.0,0.3,likely electrified,99,3,-0.2,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,83,22.0,23.3,1.2,7044,78.0,71.0,946.0,0.5,"Aw   Tropical, savannah",1862,3.571,0.099,42.6,2.2,1.2,1.3,1.2,1.3,0.4,0.91,0.731,0.186,0.001,0.502,0.414,0.147,0.352,10824.5,2511.9,331.8,0.0,0.0,2209.6,5.2,0.0,73.8,22.5,0.9,122301.0,663.5,142.4,254.1,1311.1,6295.5,19571.3,0.78,marine,0.853,0.76,0.449,0.698,Low,Very High,Very High,High,Very High,Very High,No,16311.9,21827.9,130304.1,Very High
