id,Country,Province,District,Posto,Localidade,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
58791,Mozambique,MAPUTO,MARRACUENE,MACHUBO,Machubo-Sede,Very Low Density Rural,2.417,1.97,82.77,83,42,704,910,910,10.889,17.608,0.0,0.3,likely electrified,99,3,-0.5,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,84,39.0,23.2,1.2,7008,78.0,71.0,946.0,0.51,"Aw   Tropical, savannah",1856,1281.694,42.811,72.0,4.0,1.2,1.4,1.3,1.3,0.4,0.908,0.728,0.186,0.384,0.703,0.609,0.324,0.551,8287.4,525.8,1207.7,0.0,0.0,3041.5,3.1,0.0,88.6,20.8,0.8,500845.2,374.0,357.0,765.9,4581.8,16536.0,50464.1,0.6,marine,0.749,0.661,0.357,0.598,Low,Very High,Very High,Very High,Very High,Very High,No,12342.0,30753.7,523085.9,Very High
58796,Mozambique,MAPUTO,MANHIÇA,CALANGA,Checua,Low Density Rural,1.984,1.618,258.13,260,160,1529,728,728,9.113,12.949,0.0,0.4,likely electrified,99,3,-0.6,0.2,"Southern Coastal Rishing, Manioc, and Maize",1,85,36.0,23.3,1.2,7044,78.0,71.0,946.0,0.52,"Aw   Tropical, savannah",1844,1618.343,31.477,170.1,7.3,1.0,1.3,1.2,1.3,0.3,0.922,0.736,0.19,0.305,0.67,0.575,0.291,0.516,12652.6,1467.3,1755.1,0.0,0.0,5070.6,6.7,0.0,127.1,30.0,1.1,714496.1,611.4,480.5,1142.7,7033.9,24373.1,76484.6,0.27,marine,0.574,0.494,0.197,0.428,Low,Very High,Very High,Very High,High,Very High,No,19966.800000000003,46752.6,747526.2999999999,High
58879,Mozambique,MAPUTO,MANHIÇA,XINAVANE,25 de Setembro,Low Density Rural,0.718,0.59,114.28,116,196,104762,293,293,22.502,35.828,0.0,0.3,likely electrified,99,3,-0.2,0.2,"Southern Coastal Rishing, Manioc, and Maize",2,87,20.0,23.7,1.3,7190,153.0,67.0,636.0,0.51,"Aw   Tropical, savannah",1826,127.216,3.833,968.1,47.6,0.6,1.9,1.8,1.9,0.5,0.906,0.783,0.51,0.035,0.527,0.467,0.322,0.44,16820.5,6984.9,642.5,0.0,0.0,2650.8,11.9,0.0,157.1,11.8,1.2,258369.3,2132.3,206.6,405.7,2585.0,8972.1,28256.7,0.644,inland,0.784,0.725,0.551,0.698,High,Very High,Very High,Very High,Very High,Very High,No,28770.5,37870.4,270538.7,Very High
59047,Mozambique,GAZA,CHOKWE,MACARRETANE,Macarretane-Sede,Rural Clusters,1.426,1.182,4388.8,4389,3711,252278,1975,1975,1.579,27.623,1.469,1.1,electrified,1,1,0.1,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,90,39.0,24.1,1.4,7337,180.0,64.0,553.0,0.35,"BSh  Arid, steppe, hot",1865,80.212,6.402,212.8,107.1,1.7,3.4,3.4,3.4,0.1,0.815,0.801,0.961,0.054,0.497,0.495,0.55,0.518,0.0,359.3,32.8,0.0,0.0,4919.0,2.0,0.0,24.5,20.6,57.1,0.0,329.8,180.8,230.3,38.0,50.4,178.1,0.206,inland,0.498,0.512,0.565,0.533,Very High,Very High,Very High,Very High,High,Very High,No,5712.3,984.8000000000001,499.5,High
59058,Mozambique,GAZA,GUIJA,MUBANGOENE,Mubangoene-Sede,Dense Urban Clusters,6.411,5.319,21815.24,21815,4101,250088,5238,5238,0.867,30.337,2.96,0.6,electrified,1,1,-0.1,0.2,Limpopo and Elephant Rivers Mixed Cropping,0,90,52.0,24.1,1.4,7337,180.0,64.0,553.0,0.38,"BSh  Arid, steppe, hot",1866,132.555,4.679,221.5,107.9,1.8,3.5,3.5,3.5,0.1,0.808,0.794,0.954,0.042,0.487,0.485,0.541,0.508,0.0,676.7,64.2,0.0,0.0,5806.7,2.9,0.0,43.2,47.5,111.1,0.0,570.1,302.5,442.4,70.5,89.3,308.7,0.213,inland,0.498,0.512,0.565,0.533,Very High,Very High,Very High,Very High,High,Very High,No,7258.2,1755.2,904.6999999999999,High
59065,Mozambique,GAZA,GUIJA,MUBANGOENE,Mpelane,Rural Clusters,3.771,3.132,2280.56,2281,728,234099,3586,3586,7.531,34.436,0.975,0.3,likely electrified,1,1,-0.6,0.2,Limpopo and Elephant Rivers Mixed Cropping,0,91,50.0,24.1,1.4,7337,180.0,64.0,553.0,0.37,"BSh  Arid, steppe, hot",1863,207.813,3.048,236.9,114.2,1.9,3.6,3.6,3.6,0.2,0.797,0.774,0.902,0.031,0.476,0.469,0.511,0.489,0.0,525.4,52.2,0.0,0.0,980.6,1.5,0.0,26.0,27.0,81.7,0.0,320.8,162.0,287.5,42.3,54.3,165.5,0.226,inland,0.499,0.508,0.546,0.526,Very High,Very High,Very High,Very High,High,Very High,No,1963.0,1132.3,546.1,High
61744,Mozambique,TETE,CAHORA BASSA,SONGO,Vila de Songo,Low Density Rural,1.585,1.47,386.78,389,264,17708,652,652,69.993,47.919,0.0,0.2,likely electrified,99,3,-0.1,0.0,Cahora Bassa Dam Sesame and Cotton,0,44,574.0,24.2,1.4,7373,194.0,59.0,775.0,0.37,"Aw   Tropical, savannah",2054,573.697,11.896,202.8,485.1,0.4,2.6,8.3,23.4,2.8,0.575,0.314,0.172,0.114,0.403,0.275,0.211,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,inland,0.361,0.252,0.17,0.265,Low,Medium,Very High,Medium,Medium,Medium,No,0.0,0.0,0.0,Medium
61880,Mozambique,MAPUTO,MATUTUINE,ZITUNDO,Zitundo-Sede,Very Low Density Rural,0.253,0.202,41.01,41,203,18108,124,124,1.101,69.01,0.912,0.5,electrified,1,1,-0.2,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,74,0.0,23.0,1.0,6935,2.0,78.0,1048.0,0.0,"Aw   Tropical, savannah",1797,0.0,0.0,506.9,0.2,0.3,1.6,1.6,1.6,0.9,0.918,0.733,0.238,0.0,0.499,0.408,0.165,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,marine,0.962,0.86,0.568,0.81,Medium,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
62021,Mozambique,MAPUTO,DISTRITO URBANO Nº1,DISTRITO URBANO Nº1,Nao Aplicavel,Low Density Rural,1.567,1.266,296.53,296,233,6257,495,495,0.623,60.547,0.62,0.4,likely electrified,1,1,-0.5,0.0,"Southern Coastal Rishing, Manioc, and Maize",0,79,10.0,23.1,0.9,6972,4.0,77.0,987.0,0.52,,1855,1.762,0.107,27.6,0.5,0.2,1.8,1.8,1.8,1.7,0.885,0.707,0.199,0.001,0.484,0.397,0.149,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,marine,0.929,0.833,0.536,0.778,Low,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
62060,Mozambique,MAPUTO,MANHIÇA,CALANGA,Checua,Low Density Rural,0.644,0.526,84.44,86,163,1498,200,200,9.3,10.124,0.0,0.3,likely electrified,99,3,-0.3,0.2,"Southern Coastal Rishing, Manioc, and Maize",1,85,23.0,23.3,1.2,7044,78.0,71.0,946.0,0.53,"Aw   Tropical, savannah",1836,252.409,3.671,327.0,8.3,1.0,1.3,1.2,1.3,0.3,0.922,0.736,0.189,0.038,0.528,0.436,0.166,0.375,10613.6,1361.7,1260.4,0.0,0.0,4012.1,6.2,0.0,100.7,23.0,0.9,521595.8,513.2,342.8,875.8,5331.2,18682.6,58249.3,0.17,marine,0.519,0.441,0.147,0.374,Low,Very High,Very High,High,High,High,No,16631.4,36952.0,546828.2,High
62134,Mozambique,MAPUTO,MANHIÇA,ILHA JOSINA MACHEL,Maguiguana,Low Density Rural,0.335,0.275,43.32,43,156,88329,149,149,13.592,24.221,0.0,0.2,likely electrified,99,3,0.0,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,87,15.0,23.6,1.3,7154,134.0,69.0,767.0,0.53,"Aw   Tropical, savannah",1825,322.481,17.125,377.9,35.8,0.5,1.8,1.7,1.8,0.4,0.918,0.78,0.459,0.147,0.59,0.522,0.349,0.49,11524.6,2260.3,1049.4,0.0,0.0,4440.6,7.6,0.0,116.2,20.8,0.3,387365.7,1205.9,252.4,592.8,4162.0,16980.0,55900.6,0.335,inland,0.616,0.558,0.369,0.522,High,Very High,Very High,Very High,High,Very High,No,19576.300000000003,36509.0,409352.9,High
62138,Mozambique,MAPUTO,MANHIÇA,ILHA JOSINA MACHEL,Maguiguana,Low Density Rural,0.27,0.221,45.02,45,203,108331,134,134,14.19,25.392,0.428,0.2,likely electrified,99,3,-0.3,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,87,13.0,23.6,1.3,7154,134.0,69.0,767.0,0.53,"Aw   Tropical, savannah",1826,299.998,34.246,618.5,37.1,0.4,1.7,1.6,1.7,0.3,0.929,0.803,0.524,0.283,0.669,0.604,0.443,0.579,12899.2,2307.9,1567.4,0.0,0.0,6239.8,7.9,0.0,137.6,29.3,0.4,586809.8,1301.9,345.7,904.4,6365.1,23920.9,79591.0,0.486,inland,0.706,0.649,0.477,0.621,High,Very High,Very High,Very High,Very High,Very High,No,22924.0,47286.2,618345.9,Very High
62140,Mozambique,MAPUTO,MANHIÇA,ILHA JOSINA MACHEL,Maguiguana,Rural Clusters,0.927,0.761,555.1,555,729,119670,702,702,15.331,26.79,0.0,0.4,likely electrified,99,10,-0.3,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,87,16.0,23.6,1.3,7154,134.0,69.0,767.0,0.53,"Aw   Tropical, savannah",1826,624.068,61.152,821.7,38.4,0.4,1.7,1.6,1.7,0.3,0.929,0.81,0.559,0.508,0.789,0.725,0.564,0.704,10583.1,2236.8,602.3,0.0,0.0,2390.5,7.3,0.0,95.1,11.8,0.2,247582.8,1180.6,134.8,360.0,2542.3,8942.0,28167.0,0.585,inland,0.762,0.706,0.544,0.681,Very High,Very High,Very High,Very High,Very High,Very High,No,16505.4,25722.0,259561.89999999997,Very High
62372,Mozambique,GAZA,CHOKWE,MACARRETANE,Matuba,Rural Clusters,3.298,2.732,2343.85,2344,858,244592,2356,2356,7.07,26.071,0.86,0.4,likely electrified,99,10,0.0,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,90,38.0,24.0,1.4,7300,180.0,64.0,553.0,0.4,"BSh  Arid, steppe, hot",1852,344.473,6.393,53.5,96.7,1.4,3.2,3.1,3.2,0.2,0.832,0.812,0.94,0.063,0.509,0.503,0.542,0.522,0.0,1141.5,115.0,0.0,0.0,4704.0,3.2,0.0,40.3,49.9,94.0,0.0,719.4,242.7,311.9,94.3,74.3,258.4,0.056,inland,0.421,0.436,0.478,0.452,Very High,Very High,Very High,Very High,High,Very High,No,6752.299999999999,2315.7,723.1999999999998,High
62398,Mozambique,GAZA,GUIJA,MUBANGOENE,Mubangoene-Sede,Low Density Rural,1.543,1.281,558.56,563,439,231265,804,804,2.171,32.674,0.713,0.3,likely electrified,1,1,-0.2,0.2,Limpopo and Elephant Rivers Mixed Cropping,0,91,40.0,24.1,1.4,7337,180.0,64.0,553.0,0.36,"BSh  Arid, steppe, hot",1863,24.782,1.36,212.8,107.8,1.8,3.5,3.4,3.5,0.2,0.805,0.781,0.895,0.012,0.469,0.463,0.499,0.48,0.0,391.2,34.8,0.0,0.0,327.4,1.0,0.0,20.8,0.5,58.5,0.0,260.1,149.7,234.8,39.0,44.9,158.4,0.206,inland,0.492,0.501,0.532,0.516,Very High,Very High,Very High,Very High,High,Very High,No,1059.5,906.6999999999999,468.4,High
64366,Mozambique,MANICA,MANICA,MESSICA,Chinhambuzi,Low Density Rural,0.77,0.688,147.6,148,215,59372,159,159,108.559,5.161,0.0,0.2,likely electrified,99,3,-0.7,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,72,664.0,20.8,1.4,6132,62.0,67.0,793.0,0.52,"Cwa  Temperate, dry winter, hot summer",1979,2179.384,13.021,653.2,211.4,1.5,3.7,0.5,16.7,0.5,0.648,0.562,0.379,0.178,0.401,0.364,0.271,0.343,0.0,0.0,26.0,0.0,0.0,2494.5,9.1,0.0,8.8,15.5,0.0,0.0,0.6,12.4,0.0,28.5,9.2,48.6,0.505,inland,0.494,0.471,0.356,0.447,High,Very High,Very High,High,High,High,No,2528.5,68.6,50.099999999999994,High
64427,Mozambique,MANICA,MANICA,MESSICA,Chinhambuzi,Low Density Rural,0.488,0.436,91.23,91,208,61302,138,138,109.034,1.471,0.0,0.2,likely electrified,99,3,-0.4,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,72,674.0,20.7,1.4,6096,39.0,70.0,1037.0,0.53,"Cwb  Temperate, dry winter, warm summer",1973,197.382,7.102,80.2,212.9,1.4,3.5,0.4,16.5,0.4,0.661,0.573,0.386,0.063,0.344,0.307,0.219,0.286,13.9,0.1,20.7,0.0,0.0,1960.9,5.9,0.0,7.0,12.1,0.0,0.0,1.4,10.1,0.2,49.1,8.0,40.9,0.083,inland,0.264,0.252,0.147,0.224,High,Very High,Very High,Medium,Low,Medium,No,2001.3000000000002,95.5,67.4,Low
64434,Mozambique,MANICA,MANICA,MESSICA,Chinhambuzi,Low Density Rural,0.96,0.858,221.66,222,258,61912,260,260,108.932,0.181,0.0,0.2,likely electrified,8,8,-0.5,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,72,685.0,20.6,1.4,6059,39.0,70.0,1037.0,0.54,"Cwb  Temperate, dry winter, warm summer",1972,438.401,15.301,49.2,213.2,1.3,3.5,0.4,16.5,0.4,0.664,0.575,0.388,0.137,0.383,0.345,0.253,0.324,13.9,0.1,34.8,0.0,0.0,2885.3,12.2,0.0,12.0,20.4,0.0,0.0,1.7,16.5,0.2,65.4,13.3,68.6,0.051,inland,0.246,0.233,0.131,0.206,High,Very High,Very High,High,Low,High,No,2945.6,135.10000000000002,95.4,Low
64470,Mozambique,MANICA,MANICA,MESSICA,Chinhambuzi,Low Density Rural,0.457,0.408,106.95,107,261,62370,113,113,109.138,1.563,0.0,0.2,likely electrified,99,3,-0.6,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,72,694.0,20.5,1.4,6022,39.0,70.0,1037.0,0.54,"Cwb  Temperate, dry winter, warm summer",1966,358.011,11.18,12.4,213.8,1.3,3.5,0.3,16.5,0.3,0.667,0.578,0.391,0.101,0.364,0.325,0.235,0.304,13.9,0.1,18.8,0.0,0.0,1339.7,6.4,0.0,6.2,11.1,0.0,0.0,1.3,8.9,0.2,47.8,7.6,38.4,0.012,inland,0.223,0.212,0.111,0.185,High,Very High,Very High,High,Low,High,No,1378.7,92.19999999999999,64.5,Low
64701,Mozambique,MANICA,MANICA,MACHIPANDA,Chitunga,Very Low Density Rural,0.337,0.302,40.42,40,132,106409,117,117,116.021,23.122,0.0,0.3,likely electrified,99,3,-0.4,0.0,"Manica Highland Mixed Cropping, Cotton, and Tobacco",0,70,948.0,18.9,1.2,5438,32.0,71.0,1226.0,0.58,"Cwa  Temperate, dry winter, hot summer",1903,105.022,0.74,2.9,225.0,1.7,3.9,0.5,16.9,0.5,0.634,0.585,0.528,0.009,0.261,0.247,0.225,0.238,0.0,0.0,6.3,0.0,0.0,396.0,3.2,0.0,3.2,4.5,0.0,0.0,0.2,3.7,0.0,9.0,2.9,15.1,0.002,inland,0.161,0.176,0.14,0.161,High,Very High,Very High,Low,Low,Low,No,407.09999999999997,22.2,15.6,Low
64941,Mozambique,TETE,CAHORA BASSA,SONGO,Vila de Songo,Low Density Rural,0.298,0.276,71.05,71,257,16322,106,106,68.44,48.521,0.0,0.3,likely electrified,99,3,0.0,0.0,Cahora Bassa Dam Sesame and Cotton,0,44,600.0,23.9,1.4,7263,194.0,59.0,775.0,0.38,"Aw   Tropical, savannah",2058,447.66,2.833,211.8,485.3,0.4,2.6,8.3,23.4,2.8,0.575,0.314,0.168,0.038,0.356,0.229,0.168,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,inland,0.358,0.249,0.166,0.262,Low,Medium,Very High,Medium,Medium,Medium,No,0.0,0.0,0.0,Medium
65214,Mozambique,MAPUTO,MATUTUINE,NDELANE (MACHAMGULO),Nhunguane,Very Low Density Rural,0.416,0.336,14.86,15,44,449,108,108,0.953,59.196,0.0,0.3,likely electrified,99,3,-0.5,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,79,18.0,23.1,0.9,6972,2.0,78.0,993.0,0.54,"Aw   Tropical, savannah",1847,13.46,0.063,523.5,1.6,0.6,1.8,1.8,1.8,1.8,0.867,0.697,0.18,0.001,0.474,0.392,0.14,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,marine,0.858,0.77,0.471,0.711,Low,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
65246,Mozambique,MAPUTO,MATUTUINE,NDELANE (MACHAMGULO),Nhunguane,Very Low Density Rural,0.766,0.618,35.14,36,58,589,185,185,0.161,60.277,0.0,0.3,electrified,99,3,-0.6,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,79,21.0,23.0,0.9,6935,2.0,78.0,993.0,0.54,"Aw   Tropical, savannah",1849,7.88,0.465,202.1,0.6,0.5,1.8,1.8,1.8,1.8,0.87,0.697,0.181,0.004,0.476,0.391,0.14,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,marine,0.913,0.82,0.52,0.763,Low,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
65256,Mozambique,MAPUTO,MATUTUINE,NDELANE (MACHAMGULO),Nhunguane,Low Density Rural,1.241,1.002,126.15,126,125,560,444,444,0.028,61.511,0.565,0.3,electrified,1,1,-0.4,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,79,16.0,23.1,0.9,6972,2.0,78.0,993.0,0.54,"Aw   Tropical, savannah",1850,1.076,0.115,142.9,0.4,0.4,1.8,1.8,1.8,1.8,0.874,0.699,0.181,0.001,0.478,0.393,0.141,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,marine,0.929,0.834,0.532,0.777,Low,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
65279,Mozambique,MAPUTO,DISTRITO URBANO Nº1,DISTRITO URBANO Nº1,Nao Aplicavel,Low Density Rural,0.463,0.374,261.63,266,710,5456,110,110,0.036,63.321,0.778,0.4,electrified,1,1,-0.2,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,81,15.0,23.1,0.9,6972,4.0,77.0,987.0,0.53,,1858,2.424,0.35,27.5,1.2,0.1,1.8,1.8,1.8,1.7,0.891,0.707,0.196,0.003,0.488,0.398,0.149,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,marine,0.894,0.796,0.499,0.741,Low,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
65282,Mozambique,MAPUTO,DISTRITO URBANO Nº1,DISTRITO URBANO Nº1,Nao Aplicavel,Rural Clusters,2.215,1.79,3012.93,3013,1683,6725,1199,1199,0.272,62.653,2.158,0.8,electrified,1,1,-0.2,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,81,11.0,23.1,0.9,6972,4.0,77.0,987.0,0.53,,1857,0.0,0.0,27.6,0.6,0.1,1.8,1.7,1.7,1.6,0.895,0.714,0.201,0.0,0.489,0.4,0.15,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,marine,0.929,0.831,0.532,0.776,Low,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
65289,Mozambique,MAPUTO,DISTRITO URBANO Nº1,DISTRITO URBANO Nº1,Nao Aplicavel,Low Density Rural,0.164,0.132,214.78,215,1626,6671,107,107,0.024,63.82,0.962,0.5,electrified,1,1,0.3,0.0,"Southern Coastal Rishing, Manioc, and Maize",0,81,7.0,23.1,0.9,6972,4.0,77.0,987.0,0.53,,1859,0.0,0.0,27.5,0.1,0.0,1.8,1.8,1.8,1.6,0.897,0.711,0.2,0.0,0.49,0.398,0.149,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,marine,0.958,0.856,0.556,0.803,Low,Very High,Very High,High,Very High,Very High,No,0.0,0.0,0.0,Very High
65358,Mozambique,MAPUTO,MANHIÇA,CALANGA,Checua,Low Density Rural,0.359,0.293,28.15,28,95,1461,113,113,6.639,4.994,0.0,0.3,likely electrified,99,3,-0.4,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,85,20.0,23.4,1.2,7081,78.0,71.0,946.0,0.54,"Aw   Tropical, savannah",1828,600.641,7.97,660.3,10.7,1.1,1.4,1.3,1.4,0.4,0.91,0.729,0.188,0.084,0.548,0.458,0.189,0.398,13517.4,1477.9,1508.1,0.0,0.0,4728.4,5.1,0.0,122.8,25.8,1.8,591486.1,596.7,424.6,1055.5,6321.1,21199.4,68273.8,0.508,inland,0.703,0.618,0.317,0.555,Low,Very High,Very High,Very High,High,Very High,No,20475.9,43665.0,620486.7,High
65377,Mozambique,MAPUTO,MANHIÇA,CALANGA,Checua,Very Low Density Rural,0.416,0.34,31.36,31,91,1960,134,134,5.881,2.314,0.0,0.3,likely electrified,99,3,-0.2,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,85,21.0,23.4,1.2,7081,78.0,71.0,946.0,0.54,"Aw   Tropical, savannah",1823,206.253,12.822,518.4,12.4,1.1,1.5,1.4,1.5,0.5,0.902,0.722,0.189,0.109,0.558,0.468,0.201,0.409,4121.5,131.0,1047.2,0.0,0.0,4181.2,3.3,0.0,51.2,19.3,0.3,386556.4,184.7,211.5,698.4,4646.1,16597.0,55467.6,0.428,inland,0.654,0.572,0.277,0.509,Low,Very High,Very High,Very High,High,Very High,No,8692.5,25946.3,408709.4,High
65384,Mozambique,MAPUTO,MANHIÇA,CALANGA,Checua,Very Low Density Rural,0.433,0.353,39.07,39,110,2384,120,120,5.997,1.489,0.0,0.3,likely electrified,8,8,-0.4,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,85,27.0,23.4,1.2,7081,78.0,71.0,946.0,0.55,"Aw   Tropical, savannah",1822,376.226,3.769,600.4,12.9,1.0,1.5,1.4,1.5,0.5,0.906,0.724,0.19,0.043,0.524,0.434,0.171,0.375,4121.5,131.0,1047.2,0.0,0.0,4181.2,3.3,0.0,51.2,19.3,0.3,386556.4,184.7,211.5,698.4,4646.1,16597.0,55467.6,0.476,inland,0.683,0.598,0.301,0.536,Low,Very High,Very High,High,High,High,No,8692.5,25946.3,408709.4,High
65428,Mozambique,MAPUTO,MANHIÇA,ILHA JOSINA MACHEL,Maguiguana,Rural Clusters,5.317,4.362,3011.3,3011,690,141289,3522,3522,17.076,26.771,1.322,0.5,electrified,1,1,-0.3,0.2,"Southern Coastal Rishing, Manioc, and Maize",0,90,16.0,23.6,1.3,7154,134.0,69.0,767.0,0.54,"Aw   Tropical, savannah",1824,1783.524,31.337,899.5,36.9,0.4,1.8,1.7,1.7,0.3,0.927,0.823,0.627,0.31,0.682,0.629,0.503,0.613,10069.0,3985.7,574.4,0.0,0.0,3686.8,10.9,0.0,114.6,15.3,29.9,182701.9,1750.7,284.8,372.6,2053.9,9788.8,31755.2,0.618,inland,0.779,0.73,0.594,0.712,Very High,Very High,Very High,Very High,Very High,Very High,No,19662.9,28058.399999999998,195201.99999999997,Very High
65431,Mozambique,GAZA,BILENE,MESSANO,Magul,Low Density Rural,2.055,1.687,648.01,648,384,129368,1495,1495,21.145,31.417,1.218,0.6,electrified,1,1,0.1,0.0,"Southern Coastal Rishing, Manioc, and Maize",0,87,18.0,23.7,1.3,7190,144.0,68.0,702.0,0.53,"Aw   Tropical, savannah",1826,175.294,3.92,934.5,40.6,0.4,1.7,1.7,1.7,0.3,0.929,0.815,0.589,0.037,0.54,0.485,0.36,0.464,12005.3,7164.2,172.8,0.0,0.0,2401.8,15.3,0.0,135.5,8.8,48.8,52559.7,2540.8,293.8,221.4,443.4,2088.0,4704.2,0.632,inland,0.79,0.735,0.584,0.714,Very High,Very High,Very High,Very High,Very High,Very High,No,24320.499999999996,24686.3,55606.3,Very High
65596,Mozambique,GAZA,CHOKWE,MACARRETANE,Nao Aplicavel,Rural Clusters,1.096,0.908,531.3,531,584,251877,645,645,8.265,28.189,0.449,0.3,likely electrified,99,10,0.0,0.15,Limpopo and Elephant Rivers Mixed Cropping,0,90,35.0,24.0,1.4,7300,180.0,64.0,553.0,0.39,"BSh  Arid, steppe, hot",1854,45.144,2.245,17.6,93.8,1.4,3.2,3.1,3.1,0.2,0.834,0.819,0.963,0.019,0.486,0.484,0.532,0.505,0.0,655.8,71.8,0.0,0.0,2998.0,1.9,0.0,23.2,31.1,54.9,0.0,424.6,151.7,187.7,52.4,46.0,154.5,0.018,inland,0.401,0.42,0.471,0.437,Very High,Very High,Very High,Very High,High,Very High,No,4189.5,1355.6,437.79999999999995,High
